,date_premiere_cap,token,profil_utilisateur,year
1230,2021-09-27,ANONYMOUSTOKEN4206,1,2021
1231,2022-11-04,70250437,0,2022
1232,2019-05-28,TESTGFIJMRandroid,1,2019
1233,2021-09-27,40064833,1,2021
1234,2019-04-30,hvsx4x10,1,2019
1235,2019-04-27,59554435,1,2019
1236,2019-04-27,27029037,1,2019
1237,2019-07-04,qngorh10,1,2019
1238,2019-04-24,lwi9g010,1,2019
1239,2021-09-27,ANONYMOUSTOKEN4234,1,2021
1240,2019-05-06,ysgu0r10,1,2019
1241,2019-05-15,33894558,1,2019
1242,2019-04-27,86936124,1,2019
1243,2019-05-03,79549034,1,2019
1244,2020-02-08,ANONYMOUSTOKEN2803,1,2020
1245,2022-06-12,ANONYMOUSTOKEN4420,1,2022
1246,2021-10-22,84284503,1,2021
1247,2020-08-18,ANONYMOUSTOKEN3087,1,2020
1248,2021-09-29,90949931,1,2021
1249,2021-10-31,ANONYMOUSTOKEN3957,1,2021
1250,2019-05-15,97451192,1,2019
1251,2020-07-09,ANONYMOUSTOKEN2865,1,2020
1252,2022-11-14,12300019,0,2022
1253,2022-07-10,00274356,0,2022
1254,2019-05-25,37143799,1,2019
1255,2019-07-24,94211038,1,2019
1256,2019-04-29,78230033,1,2019
1257,2019-04-24,orbwht10,1,2019
1258,2022-11-29,70923110,0,2022
1259,2022-10-21,ANONYMOUSTOKEN4101,0,2022
1260,2021-09-28,51448064,1,2021
1261,2020-09-18,62116252,1,2020
1262,2021-09-25,ANONYMOUSTOKEN4113,1,2021
1263,2020-08-13,00049552,1,2020
1264,2019-05-07,42926492,1,2019
1265,2022-11-15,37094815,0,2022
1266,2019-05-05,k8q5kj10,1,2019
1267,2021-01-12,ANONYMOUSTOKEN3597,1,2021
1268,2021-09-24,uf2xg110,1,2021
1269,2019-05-02,96049837,0,2019
1270,2019-04-29,ANONYMOUSTOKEN1878,1,2019
1271,2022-10-09,42181760,0,2022
1272,2020-01-10,51677312,0,2020
1273,2020-10-12,ANONYMOUSTOKEN3491,1,2020
1274,2019-08-29,gohbez10,1,2019
1275,2019-05-02,86200535,1,2019
1276,2022-10-26,36959720,0,2022
1277,2019-05-23,42383483,1,2019
1278,2020-12-22,ANONYMOUSTOKEN3583,1,2020
1279,2019-04-27,84369164,1,2019
1280,2019-06-07,ANONYMOUSTOKEN2481,1,2019
1281,2020-09-18,ANONYMOUSTOKEN3192,1,2020
1282,2021-10-05,42683282,1,2021
1283,2019-04-27,54550972,1,2019
1284,2019-05-10,29820831,1,2019
1285,2021-09-10,TESTGFINBOSONY22b,1,2021
1286,2022-11-17,24940933,0,2022
1287,2022-09-24,ANONYMOUSTOKEN4793,0,2022
1288,2021-12-19,ANONYMOUSTOKEN4525,1,2021
1289,2022-10-11,ANONYMOUSTOKEN4919,0,2022
1290,2020-01-10,95216326,1,2020
1291,2019-06-06,ftcm4h10,1,2019
1292,2021-09-28,30243960,1,2021
1293,2021-09-28,38382288,1,2021
1294,2020-09-21,89982306,1,2020
1295,2022-05-22,ANONYMOUSTOKEN4596,1,2022
1296,2019-04-26,68787750,1,2019
1297,2019-05-21,67436234,1,2019
1298,2021-02-19,43365594,0,2021
1299,2022-08-26,ANONYMOUSTOKEN4773,0,2022
1300,2019-06-24,c5szaz10,1,2019
1301,2020-07-14,86127565,1,2020
1302,2020-07-14,61785792 ,1,2020
1303,2019-07-16,82839744,1,2019
1304,2019-05-17,00622249,1,2019
1305,2022-08-29,76936254,0,2022
1306,2022-07-02,ANONYMOUSTOKEN4689,0,2022
1307,2020-11-18,71869489,1,2020
1308,2019-07-12,r8d56i10,1,2019
1309,2020-07-11,ANONYMOUSTOKEN2870,1,2020
1310,2020-09-20,ANONYMOUSTOKEN2866,1,2020
1311,2022-10-20,ANONYMOUSTOKEN5082,0,2022
1312,2020-10-09,ANONYMOUSTOKEN3508,1,2020
1313,2021-09-29,45239437,1,2021
1314,2019-04-26,p2ouqi10,1,2019
1315,2019-08-29,ANONYMOUSTOKEN1014,1,2019
1316,2019-04-13,b2j2n310,0,2019
1317,2021-09-29,81597213,0,2021
1318,2019-05-18,52782982,1,2019
1319,2019-04-27,ANONYMOUSTOKEN1229,1,2019
1320,2020-11-02,09146540,1,2020
1321,2022-10-28,ANONYMOUSTOKEN4961,0,2022
1322,2022-10-11,ANONYMOUSTOKEN4912,0,2022
1323,2020-11-25,ANONYMOUSTOKEN3569,1,2020
1324,2019-04-27,ANONYMOUSTOKEN1396,1,2019
1325,2022-10-21,ANONYMOUSTOKEN5092,0,2022
1326,2022-10-15,ANONYMOUSTOKEN5004,0,2022
1327,2019-05-03,ANONYMOUSTOKEN2050,1,2019
1328,2022-06-22,35520273,1,2022
1329,2019-05-06,ANONYMOUSTOKEN2097,1,2019
1330,2019-04-29,57919909,1,2019
1331,2021-03-31,72070970,1,2021
1332,2020-07-10,ANONYMOUSTOKEN2928,1,2020
1333,2020-09-20,81520192,1,2020
1334,2022-08-21,52921187,0,2022
1335,2020-09-20,ANONYMOUSTOKEN2761,1,2020
1336,2019-05-06,ajnff710,1,2019
1337,2019-04-28,ANONYMOUSTOKEN1579,1,2019
1338,2021-09-24,77565596,1,2021
1339,2021-10-22,45486364,0,2021
1340,2019-08-29,ANONYMOUSTOKEN2561,1,2019
1341,2019-04-27,62254058,1,2019
1342,2022-10-17,01970875,0,2022
1343,2020-10-27,65246665,1,2020
1344,2019-05-17,24942652,1,2019
1345,2021-09-08,28036329,1,2021
1346,2020-02-01,ANONYMOUSTOKEN2553,1,2020
1347,2019-05-17,02640039,1,2019
1348,2019-05-15,61858326,1,2019
1349,2020-06-26,20848161,1,2020
1350,2019-06-22,ANONYMOUSTOKEN2508,1,2019
1351,2020-09-20,06605590,1,2020
1352,2020-09-18,28617937,1,2020
1353,2019-05-03,61611203,1,2019
1354,2019-05-20,03589135,1,2019
1355,2019-05-21,16013770,1,2019
1356,2019-08-29,99297951,0,2019
1357,2019-04-30,79458098,1,2019
1358,2020-01-07,ANONYMOUSTOKEN2730,1,2020
1359,2020-09-19,ANONYMOUSTOKEN3190,1,2020
1360,2020-07-12,ANONYMOUSTOKEN861,1,2020
1361,2019-04-27,07525065,1,2019
1362,2020-09-24,33998194,1,2020
1363,2019-04-30,79421501,1,2019
1364,2020-09-23,ANONYMOUSTOKEN3428,1,2020
1365,2019-07-24,cpj8b810,1,2019
1366,2021-09-23,30284901,1,2021
1367,2019-04-29,59095292,1,2019
1368,2020-07-10,ANONYMOUSTOKEN2896,1,2020
1369,2019-05-25,94950760,1,2019
1370,2021-09-24,ANONYMOUSTOKEN3975,1,2021
1371,2020-09-19,36808950,1,2020
1372,2022-10-04,ANONYMOUSTOKEN4868,0,2022
1373,2020-07-09,ANONYMOUSTOKEN2848,1,2020
1374,2022-05-23,97939370,1,2022
1375,2022-11-03,ANONYMOUSTOKEN5199,0,2022
1376,2019-08-29,ANONYMOUSTOKEN2577,1,2019
1377,2019-04-25,43925134,1,2019
1378,2021-09-29,71462714,1,2021
1379,2019-04-29,08667831,1,2019
1380,2019-05-17,84736620,1,2019
1381,2019-04-29,t6ijy210,1,2019
1382,2022-10-14,52206636,0,2022
1383,2019-05-10,68389784,1,2019
1384,2019-05-01,78717746,1,2019
1385,2019-05-15,97687791,1,2019
1386,2021-09-29,pm07al10,0,2021
1387,2020-10-27,02920055,1,2020
1388,2019-05-18,52938400,1,2019
1389,2019-04-29,11358130,1,2019
1390,2022-10-02,80492791,0,2022
1391,2019-05-14,67742959,1,2019
1392,2019-05-04,fdazhz10,1,2019
1393,2022-10-21,97475706,0,2022
1394,2022-05-29,65031173,1,2022
1395,2019-05-05,90274548,1,2019
1396,2019-04-25,56140212,1,2019
1397,2020-11-28,q8rdk710,1,2020
1398,2019-04-29,55151246,1,2019
1399,2020-10-21,56452850,1,2020
1400,2020-10-10,10224214,1,2020
1401,2022-11-15,11109590,0,2022
1402,2019-05-01,83710163,1,2019
1403,2021-09-23,13838210,1,2021
1404,2021-09-24,cskhdo10,1,2021
1405,2019-05-06,21721107,1,2019
1406,2021-01-18,17694901,1,2021
1407,2020-04-27,ANONYMOUSTOKEN2818,1,2020
1408,2020-09-18,ANONYMOUSTOKEN3118,1,2020
1409,2022-11-04,ANONYMOUSTOKEN5231,0,2022
1410,2019-04-29,47905683,1,2019
1411,2019-05-16,ANONYMOUSTOKEN1792,1,2019
1412,2019-06-15,b17e5f10,0,2019
1413,2019-05-20,04248461,1,2019
1414,2019-05-17,63343150,0,2019
1415,2022-10-21,57064907,0,2022
1416,2022-08-21,41605287,0,2022
1417,2019-05-17,04758407,1,2019
1418,2022-11-05,03153556,0,2022
1419,2021-01-09,07288759,1,2021
1420,2021-01-19,46454382,1,2021
1421,2020-09-18,15785735,1,2020
1422,2020-09-23,ANONYMOUSTOKEN3339,1,2020
1423,2019-04-29,62893418,0,2019
1424,2020-01-03,hg99lw10,0,2020
1425,2020-07-10,ANONYMOUSTOKEN2885,1,2020
1426,2021-09-25,13769057,0,2021
1427,2021-09-14,ANONYMOUSTOKEN3681,0,2021
1428,2021-10-24,70241111,1,2021
1429,2019-05-27,ANONYMOUSTOKEN2450,1,2019
1430,2020-09-22,91400957,1,2020
1431,2019-05-18,77769659,1,2019
1432,2021-04-15,ANONYMOUSTOKEN2970,1,2021
1433,2019-06-18,31038051,1,2019
1434,2019-04-27,22880697,1,2019
1435,2020-09-19,ANONYMOUSTOKEN3326,1,2020
1436,2020-02-27,ANONYMOUSTOKEN2806,1,2020
1437,2021-11-04,ANONYMOUSTOKEN4498,1,2021
1438,2021-10-12,ANONYMOUSTOKEN4418,1,2021
1439,2019-04-28,83653554,0,2019
1440,2019-06-24,77161218,1,2019
1441,2019-05-10,ANONYMOUSTOKEN1530,1,2019
1442,2019-08-30,09036904,1,2019
1443,2019-08-29,ANONYMOUSTOKEN2069,1,2019
1444,2021-09-24,62860235,1,2021
1445,2021-11-30,90305117,1,2021
1446,2020-01-18,51255303,1,2020
1447,2021-09-26,ANONYMOUSTOKEN4218,1,2021
1448,2020-01-11,fr8ecc10 ,1,2020
1449,2019-04-30,54176477,1,2019
1450,2020-01-11,ANONYMOUSTOKEN2765,1,2020
1451,2020-09-20,72405069,1,2020
1452,2019-04-26,76938279,1,2019
1453,2019-07-27,dhyci110,1,2019
1454,2019-04-29,68723246,1,2019
1455,2019-05-06,44149094,1,2019
1456,2022-10-26,02904572,0,2022
1457,2022-10-26,ANONYMOUSTOKEN5166,0,2022
1458,2020-09-18,97737552,1,2020
1459,2020-09-19,97385493,1,2020
1460,2019-04-24,ANONYMOUSTOKEN916,1,2019
1461,2022-12-15,16780827,0,2022
1462,2022-10-09,21480176,0,2022
1463,2019-04-29,27325277,1,2019
1464,2019-08-31,c1d1p410,0,2019
1465,2021-11-28,ANONYMOUSTOKEN4519,1,2021
1466,2021-09-15,TESTGFINBOTAB24,1,2021
1467,2021-10-12,99903565,1,2021
1468,2019-06-10,42159585,1,2019
1469,2019-05-17,19739517,1,2019
1470,2020-07-17,36560308,1,2020
1471,2020-09-18,14084642,0,2020
1472,2020-09-19,23839042,1,2020
1473,2021-09-25,64508233,1,2021
1474,2019-05-17,39629960,0,2019
1475,2020-07-25,03812682,1,2020
1476,2020-10-10,ANONYMOUSTOKEN3517,1,2020
1477,2019-07-17,51918907,1,2019
1478,2022-03-15,ANONYMOUSTOKEN4544,1,2022
1479,2022-10-27,ANONYMOUSTOKEN5169,0,2022
1480,2019-05-19,66256720,1,2019
1481,2019-04-28,68299602,1,2019
1482,2020-09-19,07080090,1,2020
1483,2019-05-03,02158032,1,2019
1484,2021-10-06,45302472,1,2021
1485,2022-10-13,94314744,0,2022
1486,2021-07-15,TESTGFIMAXIME1,1,2021
1487,2019-04-27,91041859,1,2019
1488,2019-04-29,62026869,0,2019
1489,2019-05-19,02020534,1,2019
1490,2019-04-30,nf6dam10   ,1,2019
1491,2019-05-18,31514523,1,2019
1492,2021-09-24,48302272,1,2021
1493,2022-11-01,73662840,0,2022
1494,2019-09-05,88580508,1,2019
1495,2019-04-26,ANONYMOUSTOKEN1137,1,2019
1496,2020-12-08,ANONYMOUSTOKEN3577,1,2020
1497,2019-04-26,ANONYMOUSTOKEN935,1,2019
1498,2019-04-27,ANONYMOUSTOKEN1406,1,2019
1499,2022-10-15,49903846,0,2022
1500,2020-09-18,03947479,1,2020
1501,2021-12-11,82776414,1,2021
1502,2019-07-04,t3gmt010,1,2019
1503,2020-02-10,ANONYMOUSTOKEN1233,1,2020
1504,2019-04-29,35539132,1,2019
1505,2022-10-20,85152668,0,2022
1506,2022-08-24,46825594,0,2022
1507,2022-10-25,37938114,0,2022
1508,2021-09-29,19072801,1,2021
1509,2019-05-13,dyewmg10,1,2019
1510,2020-10-09,hvsyse10,1,2020
1511,2021-04-29,19527079,1,2021
1512,2019-04-26,32132260,1,2019
1513,2022-09-25,ANONYMOUSTOKEN4799,0,2022
1514,2021-09-24,ANONYMOUSTOKEN4080,1,2021
1515,2020-09-25,ANONYMOUSTOKEN3445,1,2020
1516,2019-05-25,ANONYMOUSTOKEN2443,1,2019
1517,2021-09-10,ANONYMOUSTOKEN3618,1,2021
1518,2022-09-30,85253689,0,2022
1519,2020-09-18,ANONYMOUSTOKEN3235,1,2020
1520,2020-07-10,ANONYMOUSTOKEN2884,1,2020
1521,2020-10-21,ANONYMOUSTOKEN2753,1,2020
1522,2021-09-24,59790135,1,2021
1523,2021-07-20,ANONYMOUSTOKEN3695,1,2021
1524,2021-05-16,ANONYMOUSTOKEN3161,1,2021
1525,2022-06-22,ANONYMOUSTOKEN4676,0,2022
1526,2020-07-22,66668565,1,2020
1527,2019-05-18,21945045,1,2019
1528,2021-10-02,ANONYMOUSTOKEN4423,1,2021
1529,2019-05-18,75274364,1,2019
1530,2020-10-09,a15rj410,1,2020
1531,2019-05-06,00695017,1,2019
1532,2019-05-04,73327383,1,2019
1533,2019-04-28,08209853,1,2019
1534,2020-09-20,52865811,1,2020
1535,2019-04-28,37025031,1,2019
1536,2019-05-06,ANONYMOUSTOKEN2123,1,2019
1537,2019-05-18,49454427,1,2019
1538,2019-05-20,57529109,1,2019
1539,2022-09-26,ANONYMOUSTOKEN4798,0,2022
1540,2021-10-01,36477992,1,2021
1541,2021-09-24,02047321,1,2021
1542,2019-04-03,ANONYMOUSTOKEN865,1,2019
1543,2019-04-29,17867258,1,2019
1544,2019-04-30,71602623,1,2019
1545,2019-05-16,73583652,1,2019
1546,2019-12-14,47125839,1,2019
1547,2019-09-06,10321494,1,2019
1548,2022-09-13,ANONYMOUSTOKEN4786,0,2022
1549,2021-03-04,92680914,0,2021
1550,2021-11-22,66418459,0,2021
1551,2020-09-21,85256484,1,2020
1552,2019-05-17,ANONYMOUSTOKEN2281,1,2019
1553,2019-04-27,83199741,1,2019
1554,2019-05-01,ANONYMOUSTOKEN1964,1,2019
1555,2019-05-17,99484359,1,2019
1556,2019-05-02,r007jn10,1,2019
1557,2021-01-26,36691934,1,2021
1558,2022-08-24,ANONYMOUSTOKEN4771,0,2022
1559,2020-10-10,ANONYMOUSTOKEN1374,1,2020
1560,2019-04-26,24861258,1,2019
1561,2020-09-24,79006065,1,2020
1562,2021-09-27,01039694,1,2021
1563,2021-09-24,ANONYMOUSTOKEN3877,1,2021
1564,2019-04-30,25853137,1,2019
1565,2022-09-30,ANONYMOUSTOKEN4805,0,2022
1566,2021-10-18,52512913,1,2021
1567,2020-08-13,57234800,0,2020
1568,2019-05-02,98186177,1,2019
1569,2019-05-19,79594989,1,2019
1570,2021-09-22,60486116,1,2021
1571,2022-11-02,ANONYMOUSTOKEN5198,0,2022
1572,2019-06-14,apr8as10,1,2019
1573,2020-07-09,ANONYMOUSTOKEN2864,1,2020
1574,2020-07-13,v65ef210,1,2020
1575,2019-04-24,y96ok910,1,2019
1576,2019-04-27,13365587,0,2019
1577,2021-09-26,64997582,0,2021
1578,2019-04-27,75803802,1,2019
1579,2022-08-23,49636961,0,2022
1580,2021-09-23,44851570,1,2021
1581,2019-05-01,77181867,1,2019
1582,2021-06-03,ANONYMOUSTOKEN3669,1,2021
1583,2019-04-29,ANONYMOUSTOKEN1539,1,2019
1584,2019-08-01,ANONYMOUSTOKEN2536,1,2019
1585,2019-06-25,xyyv0s10,1,2019
1586,2020-10-02,13515216,1,2020
1587,2019-04-29,93359254,1,2019
1588,2019-05-14,97481521,1,2019
1589,2019-05-01,ANONYMOUSTOKEN1981,1,2019
1590,2019-04-30,ANONYMOUSTOKEN876,1,2019
1591,2020-07-29,46148460,1,2020
1592,2021-10-02,56063500,0,2021
1593,2019-05-07,58514900,1,2019
1594,2019-05-19,86218643,1,2019
1595,2019-08-29,ANONYMOUSTOKEN2586,1,2019
1596,2019-08-29,ANONYMOUSTOKEN1376,1,2019
1597,2020-09-19,ANONYMOUSTOKEN2202,1,2020
1598,2019-04-26,42267936,1,2019
1599,2019-05-02,ANONYMOUSTOKEN2024,1,2019
1600,2021-09-28,46989856,1,2021
1601,2020-01-10,68229708,1,2020
1602,2019-06-24,44807696,1,2019
1603,2019-04-30,82016381,1,2019
1604,2019-05-12,73141749,1,2019
1605,2020-09-18,ANONYMOUSTOKEN3122,1,2020
1606,2019-04-27,03612076,1,2019
1607,2019-04-27,46109745,1,2019
1608,2019-05-04,92447383,1,2019
1609,2021-09-22,TESTGFINBOTAB257,1,2021
1610,2019-09-07,79472056,0,2019
1611,2019-05-09,e3ld7k10,0,2019
1612,2020-09-18,ANONYMOUSTOKEN3202,1,2020
1613,2020-09-18,58831402,1,2020
1614,2021-09-24,ANONYMOUSTOKEN4115,1,2021
1615,2020-07-11,ANONYMOUSTOKEN2960,1,2020
1616,2019-05-12,68634418,1,2019
1617,2019-05-04,99580356,1,2019
1618,2020-07-20,44524056,1,2020
1619,2019-08-29,ANONYMOUSTOKEN2588,1,2019
1620,2019-05-10,12867686,1,2019
1621,2019-04-28,48709254,1,2019
1622,2021-09-29,98434377,1,2021
1623,2020-09-24,ANONYMOUSTOKEN3437,1,2020
1624,2022-11-14,ANONYMOUSTOKEN5220,0,2022
1625,2020-07-03,ANONYMOUSTOKEN2828,1,2020
1626,2019-05-15,15980940,1,2019
1627,2019-04-29,32765408,1,2019
1628,2022-06-29,91728635,1,2022
1629,2020-01-10,ANONYMOUSTOKEN2748,1,2020
1630,2019-04-28,26401885,1,2019
1631,2020-07-10,ANONYMOUSTOKEN2917,1,2020
1632,2020-09-18,71476472,1,2020
1633,2022-10-20,ANONYMOUSTOKEN5076,0,2022
1634,2019-04-17,i05n8k10,0,2019
1635,2019-05-17,ANONYMOUSTOKEN2300,1,2019
1636,2020-10-19,ANONYMOUSTOKEN3545,1,2020
1637,2019-05-07,ANONYMOUSTOKEN2151,1,2019
1638,2021-09-29,ANONYMOUSTOKEN4373,1,2021
1639,2019-05-08,ANONYMOUSTOKEN2148,1,2019
1640,2019-06-08,54192866,0,2019
1641,2019-05-02,98940886,1,2019
1642,2021-10-01,67874308,1,2021
1643,2021-09-28,59537730,1,2021
1644,2019-04-16,wzq4k810,1,2019
1645,2021-09-27,49222838,1,2021
1646,2022-05-24,ANONYMOUSTOKEN4536,1,2022
1647,2022-10-20,ANONYMOUSTOKEN5041,0,2022
1648,2022-11-04,ANONYMOUSTOKEN5224,0,2022
1649,2022-12-24,ANONYMOUSTOKEN5051,0,2022
1650,2022-12-29,35671595,0,2022
1651,2022-12-26,94832308,0,2022
